SSC_CODE_2016,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
SSC40305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,14,0,0,0,0,0,0,16,13,32
SSC40306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,10,3,16
SSC40307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,12,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,3,3,0,0,0,12,4,20
SSC40308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,11,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,16
SSC40309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,13,11,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,11,3,3,4,0,0,0,26,21,41
SSC40310,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,75,52,123,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,81,62,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,7,11,4,13,10,0,0,0,94,79,171
SSC40311,38,35,74,11,6,19,0,0,0,0,0,0,0,0,0,800,714,1519,30,53,89,15,0,16,12,0,8,11,0,7,4,3,7,12,7,22,940,828,1764,6,9,12,0,0,0,0,0,0,19,13,34,3,0,4,3,0,3,25,25,54,0,0,0,0,0,0,4,4,6,0,0,0,0,0,0,6,4,7,8,8,18,38,31,72,8,5,9,0,0,0,0,0,0,4,4,10,33,48,85,88,155,242,8,9,9,1116,1081,2192
SSC40312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,17,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,3,0,0,0,16,11,28
SSC40313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,0,0,8,6,10
SSC40314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,14,37,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,32,19,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,16,3,10,13,0,0,0,41,34,76
SSC40315,0,0,0,17,49,65,0,0,0,0,0,0,3,0,3,215,152,367,15,30,36,3,0,3,0,0,0,8,0,11,0,0,3,8,12,17,277,245,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3,3,3,9,0,0,3,3,10,14,0,0,0,0,0,0,0,0,0,0,0,0,7,8,14,23,24,44,0,0,0,312,289,597
SSC40316,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,136,114,255,6,10,12,4,0,4,0,0,0,0,4,8,4,0,3,11,15,34,183,143,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,12,11,17,46,48,93,7,3,17,250,207,461
SSC40317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,21,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,0,0,0,0,0,0,27,18,44
SSC40318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,10,0,3,0,0,0,0,13,12,23
SSC40319,0,0,0,30,21,55,0,0,0,0,0,0,0,0,0,353,311,664,21,23,40,9,0,9,3,0,3,0,0,0,3,3,5,13,6,16,434,360,799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,15,0,3,4,0,0,0,12,12,23,3,3,5,11,14,28,0,0,0,0,0,0,0,0,0,0,0,4,35,28,64,42,58,103,0,0,0,531,466,999
SSC40320,0,0,3,7,11,16,0,0,0,0,0,0,0,0,0,229,201,426,9,16,24,0,0,0,3,0,3,6,0,8,0,0,3,3,0,5,264,236,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7,3,0,0,0,3,7,11,0,3,5,3,8,17,0,0,0,0,0,0,0,0,0,0,0,0,34,23,53,15,39,50,3,3,6,318,308,625
SSC40321,26,26,52,11,7,13,0,0,0,0,0,0,3,0,3,474,398,869,25,40,66,3,0,3,4,0,4,7,0,7,3,0,3,5,3,9,561,468,1032,3,3,3,0,0,0,0,0,0,7,0,7,0,0,3,0,0,0,13,3,11,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,3,6,6,0,4,4,17,15,24,0,3,4,0,0,0,0,0,0,0,3,4,22,38,58,57,83,136,3,3,3,650,603,1259
SSC40322,36,57,86,25,39,66,0,0,0,0,0,0,0,0,0,2062,1615,3679,103,134,236,29,0,29,21,0,21,7,0,13,19,8,24,14,14,28,2317,1872,4189,10,10,16,0,0,0,0,0,0,18,27,48,0,5,8,0,0,0,32,41,68,0,0,0,0,0,0,4,8,15,0,3,6,0,0,0,4,16,23,24,6,31,59,63,122,3,8,12,0,0,0,0,0,0,3,8,12,17,71,89,182,303,487,18,21,39,2598,2331,4928
SSC40323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,40,83,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,49,38,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,4,6,0,0,0,57,50,103
SSC40324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,24,62,3,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,46,26,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,8,15,3,10,11,0,0,0,56,43,99
SSC40325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,22,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,13,0,0,0,23,19,37
SSC40326,22,22,48,3,3,9,0,0,0,0,0,5,4,3,3,170,150,319,12,21,33,4,0,4,3,0,3,9,12,20,3,0,3,8,7,16,236,222,459,0,5,8,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,7,13,19,0,0,7,0,0,0,0,0,0,7,0,4,6,12,20,34,32,63,0,4,10,294,273,572
SSC40327,10,4,15,65,63,129,0,0,0,4,9,14,9,3,14,581,393,974,31,61,85,13,0,13,3,0,4,14,3,18,12,0,9,8,14,19,740,545,1290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,4,4,0,0,0,3,4,3,7,7,16,16,11,24,0,3,3,0,0,0,0,0,0,3,3,6,14,24,35,67,98,160,12,6,17,848,686,1535
SSC40328,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,196,191,382,14,9,22,4,0,4,0,0,0,3,0,3,3,0,5,21,17,35,240,220,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,36,26,44,79,0,3,3,290,290,574
SSC40329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,68,159,3,6,13,0,0,0,0,0,0,0,0,0,0,0,0,13,6,14,107,87,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,13,0,0,0,0,0,0,3,10,13,0,0,0,3,10,13,0,0,0,0,0,0,0,0,0,0,0,0,12,7,22,8,13,21,3,6,8,131,122,250
SSC40330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,19,13,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,14,7,0,4,0,0,0,31,21,51
SSC40331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40332,3,3,3,43,44,90,0,0,0,3,3,11,0,0,3,418,426,838,22,30,51,5,0,9,3,0,3,26,8,35,9,0,6,8,10,21,540,530,1067,0,3,6,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,7,8,9,18,14,17,29,0,0,0,0,0,0,0,0,0,0,0,0,19,34,53,42,94,140,6,3,15,626,675,1302
SSC40333,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,147,131,279,0,4,8,3,0,3,0,0,0,7,0,9,3,4,7,18,15,35,186,158,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,30,28,60,14,31,50,3,5,9,243,223,464
SSC40334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,12,6,13
SSC40335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,8,0,0,0,0,0,0,13,18,31
SSC40336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,0,0,0,0,0,0,22,17,38
SSC40337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,5
SSC40338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,32,74,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,8,3,13,56,35,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,13,39,4,10,12,0,0,0,86,59,147
SSC40339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,63,124,4,3,11,3,0,3,0,0,0,0,0,0,0,0,0,6,0,5,74,72,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,29,12,13,24,0,6,6,103,110,207
SSC40340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,9,3,6
SSC40341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC40342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,27,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,16,12,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,10,0,4,4,0,0,0,23,23,43
SSC40343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6
SSC40345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,14,5,0,4,0,0,0,29,20,44
SSC40347,0,8,4,16,22,38,0,0,0,0,0,0,0,3,3,213,165,379,5,11,17,6,0,6,3,0,3,3,3,6,4,0,7,6,4,16,262,218,473,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,4,5,0,8,5,9,12,0,0,0,0,0,0,0,0,0,0,3,3,3,10,14,13,46,56,3,3,9,285,280,570
SSC40348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,14
SSC40349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,7,5,3,3,0,0,0,19,15,33
SSC40350,28,26,56,8,15,26,0,0,0,0,0,0,0,0,0,654,397,1052,55,52,110,9,0,14,3,0,4,4,3,3,6,0,5,9,10,18,781,506,1285,8,16,18,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,9,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,10,13,25,42,0,7,6,0,0,0,0,0,0,3,7,10,10,7,12,54,86,134,17,10,32,876,633,1517
SSC40351,0,3,5,35,45,86,0,0,0,3,3,10,3,0,3,412,405,811,18,33,51,4,0,4,8,0,8,17,5,26,0,0,0,23,16,37,525,517,1040,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,0,3,7,0,0,0,3,0,3,6,4,10,8,4,10,16,8,27,0,0,0,0,0,0,0,0,0,3,0,3,9,15,22,57,84,142,6,4,6,603,633,1238
SSC40352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,52,109,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,57,57,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,10,16,21,0,0,0,69,78,148
SSC40353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC40354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,3
SSC40355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,16
SSC40356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,9,4,9
SSC40357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,25,46,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,3,4,29,22,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,3,10,13,0,0,0,34,39,75
SSC40358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,26,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,26,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,24,27,53
SSC40359,0,0,0,82,96,176,0,0,0,0,0,0,0,0,0,631,561,1189,31,56,86,8,0,9,0,0,0,11,4,15,11,3,14,11,11,20,787,729,1512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,18,0,6,10,0,0,6,10,18,31,5,0,3,14,17,35,0,0,0,0,5,4,0,0,0,4,5,4,39,26,73,58,89,150,7,3,9,913,873,1784
