SSC_CODE_2016,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_sch_quls_Cert3a4_Level_M,Non_sch_quls_Cert3a4_Level_F,Non_sch_quls_Cert3a4_Level_P,Non_sch_quls_Cert1a2_Level_M,Non_sch_quls_Cert1a2_Level_F,Non_sch_quls_Cert1a2_Level_P,Non_sch_quls_Certnfd_Level_M,Non_sch_quls_Certnfd_Level_F,Non_sch_quls_Certnfd_Level_P,Non_sch_quls_CertTot_Level_M,Non_sch_quls_CertTot_Level_F,Non_sch_quls_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
SSC40372,29,19,48,10,4,19,9,9,11,0,0,3,0,0,0,19,10,33,6,5,13,0,0,0,65.5,52.6,68.8,65.5,68.4,68.8,0,0,0,0,0,0,0,3,5,0,0,5,3,6,7,0,0,0,0,0,0,4,6,7,23,22,47,0,0,0,24,17,38,5,3,12
SSC40373,263,268,537,76,40,117,30,47,77,9,5,15,12,16,34,131,110,246,121,147,265,9.2,14.5,13.8,49.8,41,45.8,43.7,34.3,38.9,9,5,13,0,0,0,27,32,57,12,20,31,41,27,69,3,4,13,4,7,5,52,37,83,255,259,506,35,26,61,186,205,393,89,72,156
SSC40374,5,8,14,0,0,0,3,3,3,0,0,0,0,0,0,3,3,6,3,4,9,0,0,0,60,37.5,42.9,60,37.5,21.4,0,0,3,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,4,8,14,0,0,0,0,0,6,4,3,10
SSC40375,623,707,1326,281,201,488,109,202,307,19,27,47,32,26,52,443,457,896,152,227,377,7.2,5.7,5.8,71.1,64.6,67.6,65.7,60.8,63.5,98,89,184,31,40,68,178,245,418,47,78,127,49,38,85,7,3,11,3,10,15,58,53,111,619,702,1327,110,115,227,441,517,957,276,285,556
SSC40376,36,23,60,19,7,25,3,9,16,3,0,3,0,0,0,29,17,42,5,8,11,0,0,0,80.6,73.9,70,69.4,69.6,73.3,0,0,0,0,0,0,7,3,5,4,4,6,0,3,6,0,0,0,0,0,3,8,3,12,36,25,64,0,3,3,27,21,48,7,3,14
SSC40377,52,46,102,32,15,42,7,10,20,0,0,0,3,3,7,41,24,67,8,20,29,7.3,12.5,10.4,78.8,52.2,65.7,75,54.3,60.8,0,0,0,0,0,0,0,7,7,3,0,8,22,11,27,0,0,0,0,0,3,18,12,32,51,47,92,10,3,10,32,26,62,19,16,42
SSC40378,9,11,13,3,3,5,0,0,0,0,0,3,0,0,0,8,4,10,0,3,3,0,0,0,88.9,36.4,76.9,33.3,27.3,61.5,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,5,4,3,9,3,9,0,0,0,7,0,6,0,3,4
SSC40379,65,59,128,15,9,32,14,13,29,8,3,8,0,3,4,38,35,78,24,23,46,0,8.6,5.1,58.5,59.3,60.9,56.9,42.4,53.9,0,0,3,0,0,0,0,0,4,3,8,11,28,11,41,3,0,3,0,0,3,30,13,44,63,48,113,7,14,24,41,35,73,34,29,61
SSC40380,323,337,664,149,103,252,44,83,127,6,7,14,19,6,24,215,204,421,79,114,196,8.8,2.9,5.7,66.6,60.5,63.4,61.6,57.3,59.2,39,33,66,11,18,27,89,103,193,26,29,59,32,27,59,3,3,5,3,10,13,39,37,79,276,301,570,54,50,101,153,170,320,172,179,352
SSC40381,9,7,12,0,0,0,0,4,3,3,0,0,0,0,0,3,0,8,0,0,3,0,0,0,33.3,0,66.7,33.3,57.1,25,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,9,4,10,0,0,0,5,3,10,3,0,5
SSC40382,14,16,26,5,0,6,0,3,4,0,0,5,0,0,0,4,7,10,8,11,10,0,0,0,28.6,43.8,38.5,35.7,18.8,57.7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,3,3,7,14,15,29,0,0,0,7,11,20,3,4,9
SSC40383,70,63,137,39,10,54,11,21,31,0,0,3,3,0,6,54,37,89,14,23,40,5.6,0,6.7,77.1,58.7,65,71.4,49.2,64.2,0,0,0,0,0,0,6,5,7,3,14,12,19,11,28,0,0,0,0,0,0,16,11,27,78,78,154,8,3,11,58,61,125,23,17,34
SSC40384,457,442,898,228,116,338,73,137,215,21,19,37,10,14,23,328,289,616,111,143,255,3,4.8,3.7,71.8,65.4,68.6,70.5,61.5,65.7,24,17,37,4,13,24,59,100,156,32,47,77,124,52,181,3,14,12,5,25,29,140,83,225,497,467,958,33,49,84,357,345,698,149,144,296
SSC40385,1222,1266,2489,494,291,782,213,398,616,30,36,58,53,51,100,790,775,1566,379,433,813,6.7,6.6,6.4,64.6,61.2,62.9,60.3,57.3,58.5,104,109,208,38,57,95,249,330,582,120,137,250,241,107,351,5,17,24,13,23,38,265,153,420,1213,1250,2464,143,152,293,915,958,1870,425,409,830
SSC40386,148,147,292,64,36,97,27,44,67,11,3,19,3,5,9,99,85,187,43,51,95,3,5.9,4.8,66.9,57.8,64,68.9,56.5,62.7,3,3,8,0,0,0,18,19,32,12,26,41,42,15,51,3,7,13,0,3,5,47,23,64,149,142,291,14,7,24,108,111,227,50,34,83
SSC40387,56,53,108,37,6,39,4,16,22,7,5,12,0,0,3,46,32,77,8,14,27,0,0,3.9,82.1,60.4,71.3,85.7,50.9,67.6,0,0,0,0,0,0,0,3,3,3,0,8,18,8,24,0,0,0,0,3,4,18,13,29,55,45,102,6,10,21,48,41,86,18,15,33
SSC40388,240,33,272,186,27,207,11,0,13,15,0,15,0,3,3,210,33,240,3,0,3,0,9.1,1.3,87.5,100,88.2,88.3,81.8,86.4,3,0,3,4,0,4,23,8,32,9,3,8,50,7,54,0,0,3,3,0,3,60,5,67,92,9,95,114,21,140,13,0,10,199,30,231
SSC40389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40390,240,216,455,48,28,75,18,32,48,5,3,8,0,3,8,78,64,137,148,136,287,0,4.7,5.8,32.5,29.6,30.1,29.6,29.2,28.8,3,0,4,0,4,4,5,10,18,14,17,30,66,23,92,0,3,4,5,5,14,77,36,108,213,198,410,39,27,68,162,150,316,83,73,155
SSC40391,1819,1895,3714,668,435,1105,270,472,743,51,60,112,123,91,216,1116,1056,2179,565,716,1281,11,8.6,9.9,61.4,55.7,58.7,54.4,51,52.8,82,68,149,31,51,84,248,324,571,139,183,321,347,188,532,23,26,54,23,29,55,397,245,645,1560,1596,3162,339,363,702,1025,1085,2110,792,838,1631
SSC40392,67,63,123,32,14,47,6,17,19,3,0,3,3,0,3,40,33,70,10,18,28,7.5,0,4.3,59.7,52.4,56.9,61.2,49.2,56.1,0,0,0,0,0,0,4,3,10,3,6,8,14,13,25,4,0,3,0,0,0,12,14,26,65,58,119,0,0,0,36,36,76,16,19,39
SSC40393,460,390,849,107,48,157,58,66,131,15,6,24,56,31,88,239,159,394,182,204,385,23.4,19.5,22.3,52,40.8,46.4,39.1,30.8,36.7,6,8,8,0,3,5,18,30,46,21,30,49,106,50,153,12,14,18,5,3,13,122,64,191,394,352,744,86,65,150,288,258,538,175,148,319
SSC40394,1961,1938,3902,530,217,746,200,340,537,55,53,101,212,138,355,995,747,1743,811,1057,1873,21.3,18.5,20.4,50.7,38.5,44.7,40,31.5,35.5,5,9,10,4,9,14,38,77,111,60,112,169,417,295,706,53,75,134,33,51,84,503,417,921,1964,1865,3830,340,377,711,1327,1302,2628,809,801,1610
SSC40395,1757,1839,3605,439,192,629,188,289,476,39,26,70,146,118,271,816,630,1444,788,1080,1865,17.9,18.7,18.8,46.4,34.3,40.1,37.9,27.6,32.6,3,8,15,9,12,22,52,83,130,65,94,164,379,215,592,32,42,73,32,34,64,437,287,731,1669,1692,3363,277,331,606,1162,1115,2270,673,770,1445
SSC40396,927,966,1890,219,91,310,87,114,207,26,24,51,100,50,142,426,284,709,400,572,969,23.5,17.6,20,46,29.4,37.5,35.8,23.7,30.1,3,4,11,6,3,7,26,29,53,35,49,81,176,101,280,18,37,56,12,20,32,206,152,358,867,891,1758,182,179,356,604,610,1216,367,389,761
SSC40397,1349,1390,2739,309,159,470,143,205,342,26,15,39,159,106,260,631,487,1117,571,791,1361,25.2,21.8,23.3,46.8,35,40.8,35.4,27.3,31.1,3,8,18,3,9,13,41,44,83,39,73,113,251,177,431,41,37,81,18,31,50,317,249,562,1212,1245,2458,258,264,524,769,791,1556,602,614,1219
SSC40398,1453,1553,3004,381,188,563,129,226,352,38,45,80,140,94,236,688,553,1233,651,874,1524,20.3,17,19.1,47.4,35.6,41,37.7,29.6,33.1,11,3,15,3,5,11,50,68,115,68,104,178,295,200,492,27,47,78,24,36,57,340,291,629,1342,1385,2732,315,335,656,799,788,1588,760,822,1583
SSC40399,1108,1189,2288,221,88,313,114,142,253,29,14,41,126,90,216,498,331,826,515,739,1252,25.3,27.2,26.2,44.9,27.8,36.1,32.9,20.5,26.5,14,15,21,3,4,8,32,40,74,27,48,82,170,119,287,24,51,75,14,29,38,207,195,402,1025,1053,2079,206,210,415,637,678,1317,497,513,1012
SSC40400,1556,1681,3243,373,165,535,164,206,363,33,25,57,131,107,238,694,499,1196,749,1034,1776,18.9,21.4,19.9,44.6,29.7,36.9,36.6,23.6,29.4,7,3,12,4,7,12,49,70,121,47,77,128,330,188,521,24,34,58,27,24,50,378,247,630,1478,1525,3005,266,306,576,933,1013,1945,714,707,1430
SSC40401,161,140,298,51,21,71,27,42,73,10,5,14,7,3,9,91,78,163,61,57,118,7.7,3.8,5.5,56.5,55.7,54.7,54.7,48.6,53,3,0,3,0,8,9,15,25,34,5,13,19,37,19,59,0,8,5,4,0,13,45,28,71,170,152,323,14,20,27,117,99,216,56,58,110
SSC40402,35,36,67,12,8,20,5,9,15,5,0,5,0,0,0,19,19,43,20,10,31,0,0,0,54.3,52.8,64.2,62.9,47.2,59.7,0,0,0,0,0,0,0,0,0,0,0,3,7,0,11,0,0,3,0,0,0,4,3,8,45,43,83,5,3,4,37,39,67,8,3,11
SSC40403,44,51,96,15,8,24,7,16,27,0,3,3,0,0,0,29,35,57,16,12,30,0,0,0,65.9,68.6,59.4,50,52.9,56.3,0,3,3,0,0,0,9,12,12,3,7,11,10,5,19,0,0,0,0,0,0,12,5,21,45,55,96,3,4,8,38,48,87,10,6,14
SSC40404,21,15,32,10,3,18,0,6,5,0,0,0,0,0,0,17,8,28,3,4,3,0,0,0,81,53.3,87.5,47.6,60,71.9,0,0,0,0,0,0,0,0,0,0,0,3,4,0,8,0,0,3,0,0,0,9,3,12,30,15,42,0,0,0,25,15,39,0,0,0
SSC40405,34,36,72,13,4,22,3,8,17,0,0,3,3,0,3,21,19,43,16,17,29,14.3,0,7,61.8,52.8,59.7,47.1,33.3,58.3,3,0,3,0,0,0,4,8,16,3,4,6,3,3,10,0,0,0,0,0,0,6,0,13,41,40,80,0,3,5,31,33,60,6,10,19
SSC40406,1983,2380,4361,341,187,528,209,402,608,31,50,78,61,28,92,638,667,1311,1238,1592,2826,9.6,4.2,7,32.2,28,30.1,29.3,26.8,27.8,42,45,79,19,41,57,160,217,381,156,210,367,533,259,788,17,46,64,55,71,127,610,377,983,1752,2051,3798,315,373,682,1097,1279,2372,931,1104,2040
SSC40407,2203,2158,4358,876,451,1326,320,470,789,53,61,115,157,101,263,1404,1080,2484,696,973,1672,11.2,9.4,10.6,63.7,50,57,56.7,45.5,51.2,115,111,222,19,39,64,289,345,637,170,177,352,446,198,643,16,28,52,28,43,69,491,264,755,1958,1972,3932,497,464,958,1100,1165,2270,1248,1144,2391
SSC40408,469,509,981,212,113,327,75,165,237,6,8,14,11,6,21,304,295,602,154,195,352,3.6,2,3.5,64.8,58,61.4,62.5,56.2,58.9,55,42,99,18,19,43,143,149,292,37,53,95,43,19,62,0,3,3,5,6,11,44,32,74,485,510,991,69,72,138,363,391,756,176,189,367
SSC40409,23,22,45,7,0,8,7,6,14,3,0,3,0,0,0,16,13,25,4,8,15,0,0,0,69.6,59.1,55.6,73.9,27.3,55.6,0,0,0,0,0,0,0,0,0,0,0,0,3,6,11,0,0,4,3,0,3,11,4,13,23,22,49,0,0,0,24,20,42,0,3,4
SSC40410,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
SSC40411,554,661,1215,256,190,442,74,166,242,15,19,39,23,30,57,370,409,778,158,231,389,6.2,7.3,7.3,66.8,61.9,64,62.3,56.7,59.5,16,24,31,6,12,18,49,106,146,44,79,124,148,86,233,7,16,17,12,18,33,165,124,282,532,609,1141,75,105,177,378,410,786,221,295,516
SSC40412,29,25,50,9,4,17,0,8,8,3,0,3,3,0,3,14,11,30,7,10,17,21.4,0,10,48.3,44,60,41.4,48,56,0,0,0,0,0,0,0,0,0,0,0,0,6,9,15,0,0,0,7,0,7,14,8,21,34,23,59,0,3,3,19,13,29,10,13,24
SSC40413,351,357,708,138,55,192,39,77,118,15,9,24,18,17,38,209,159,373,125,179,299,8.6,10.7,10.2,59.5,44.5,52.7,54.7,39.5,47.2,0,0,3,0,0,0,11,29,34,14,26,46,84,44,122,8,8,9,6,12,19,97,60,152,345,327,671,43,50,99,267,259,525,108,107,210
SSC40414,5,10,16,3,3,3,0,0,0,0,0,0,0,0,0,6,4,7,3,3,9,0,0,0,120,40,43.8,60,30,18.8,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,8,18,0,0,0,3,3,11,0,3,4
SSC40415,5,3,11,0,0,0,0,0,0,0,0,0,4,0,4,5,0,4,0,0,0,80,0,100,100,0,36.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,9,5,12,0,0,0,7,0,7,0,0,3
SSC40416,549,583,1129,254,162,421,100,169,265,8,26,37,31,24,51,388,379,770,141,184,323,8,6.3,6.6,70.7,65,68.2,65.9,61.2,64,52,61,120,12,29,41,135,149,279,45,58,101,89,35,125,0,5,7,3,12,17,94,49,148,508,564,1070,106,110,214,323,356,681,275,288,565
SSC40417,842,976,1815,308,156,460,91,240,328,21,21,43,64,64,122,476,478,961,316,445,762,13.4,13.4,12.7,56.5,49,52.9,49.9,42.7,45.8,6,9,9,9,14,19,40,87,121,39,81,119,202,156,365,17,17,37,12,34,45,230,214,445,775,867,1644,181,218,402,493,549,1045,422,478,902
SSC40418,647,756,1403,334,158,488,62,225,281,29,42,67,51,44,98,470,466,937,143,261,399,10.9,9.4,10.5,72.6,61.6,66.8,65.7,56.2,59.6,3,6,17,0,9,9,40,62,105,32,90,126,199,144,341,16,19,35,5,19,27,221,188,408,593,680,1275,196,217,414,254,289,549,473,544,1018
SSC40419,1590,1805,3392,741,443,1182,170,470,646,53,60,120,74,79,149,1036,1053,2091,484,673,1156,7.1,7.5,7.1,65.2,58.3,61.6,60.6,53.9,57.4,31,25,52,14,25,38,114,210,319,137,198,333,443,268,706,23,25,40,25,50,76,490,337,823,1573,1749,3325,298,334,629,1047,1154,2197,751,836,1587
SSC40420,151,118,268,59,26,85,15,32,49,5,7,8,5,3,6,80,74,149,38,32,75,6.3,4.1,4,53,62.7,55.6,52.3,55.1,53,0,3,8,5,3,9,5,11,16,10,14,19,25,25,48,0,3,5,4,4,3,32,30,56,89,85,178,55,55,108,36,27,59,98,103,203
SSC40421,13,16,35,11,0,12,0,4,4,0,0,0,0,0,0,11,9,13,5,4,9,0,0,0,84.6,56.3,37.1,84.6,25,45.7,0,0,0,0,0,0,0,0,3,0,0,0,3,3,5,0,0,0,0,0,0,3,3,8,15,13,26,0,0,3,14,15,22,3,3,5
SSC40422,426,497,921,156,125,287,75,108,188,7,17,22,23,13,40,265,265,533,137,203,336,8.7,4.9,7.5,62.2,53.3,57.9,55.9,50.3,54,28,32,61,10,13,18,86,101,191,40,53,92,72,47,127,3,0,3,3,11,19,87,60,150,358,443,802,90,80,174,243,279,525,203,244,440
SSC40423,394,505,894,158,137,300,71,146,215,10,15,27,14,28,38,257,331,584,126,155,278,5.4,8.5,6.5,65.2,65.5,65.3,60.7,59,60.6,13,26,39,6,25,34,60,98,161,45,55,100,92,54,142,0,10,17,10,15,22,106,75,185,386,441,826,55,74,127,281,309,592,141,196,342
SSC40424,1476,1445,2920,719,367,1090,166,427,599,44,46,94,62,45,110,999,889,1883,419,504,920,6.2,5.1,5.8,67.7,61.5,64.5,62.9,58.1,61.1,32,26,54,19,32,51,140,197,328,130,174,297,470,196,660,13,21,33,25,45,75,507,259,768,1508,1524,3032,147,143,296,1184,1164,2344,437,441,883
SSC40425,3,7,9,3,0,6,0,0,0,0,0,0,0,0,0,3,7,9,0,0,0,0,0,0,100,100,100,100,0,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,3,0,3,3,3,10
SSC40426,20,11,26,14,3,18,3,5,5,0,0,0,0,0,0,14,9,25,3,0,3,0,0,0,70,81.8,96.2,85,72.7,88.5,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,27,5,0,5,9,6,19,3,3,5
SSC40427,95,90,194,55,22,73,10,24,42,3,3,3,3,4,5,72,52,122,21,31,49,4.2,7.7,4.1,75.8,57.8,62.9,71.6,54.4,60.8,0,0,0,0,3,3,9,3,9,3,15,14,29,13,46,0,3,6,4,4,9,33,23,54,95,94,190,12,16,23,73,66,135,29,38,64
SSC40428,890,1119,2006,285,200,490,111,238,350,16,20,41,43,32,78,462,497,961,386,559,947,9.3,6.4,8.1,51.9,44.4,47.9,46.3,40.9,43.9,61,54,121,21,21,37,146,223,363,65,93,160,155,80,238,8,6,13,19,27,39,175,114,286,821,985,1809,140,167,305,582,729,1314,356,400,759
SSC40429,1575,1811,3388,558,399,962,216,365,581,42,32,80,100,87,190,914,893,1807,577,834,1410,10.9,9.7,10.5,58,49.3,53.3,51.8,44,47.9,40,50,93,12,19,32,167,245,415,84,144,233,231,123,354,16,22,36,26,23,48,271,163,434,1582,1772,3355,211,241,456,1137,1321,2463,561,622,1186
SSC40430,30,31,61,23,7,24,3,17,17,0,0,0,0,0,0,21,19,42,4,4,6,0,0,0,70,61.3,68.9,86.7,77.4,67.2,0,0,0,0,0,0,3,7,4,4,5,15,5,0,9,0,0,0,0,0,0,6,0,9,31,25,54,7,5,13,27,21,46,12,9,16
SSC40431,2457,2779,5234,982,624,1609,362,630,998,61,84,148,137,140,279,1544,1476,3024,794,1178,1973,8.9,9.5,9.2,62.8,53.1,57.8,57.2,48.1,52.6,89,90,180,20,42,66,290,378,675,171,268,440,518,249,766,23,35,52,31,54,83,567,337,906,2244,2481,4724,488,501,990,1448,1655,3105,1169,1231,2404
SSC40432,122,117,243,56,24,76,20,42,60,3,0,3,0,4,3,72,66,142,39,46,83,0,6.1,2.1,59,56.4,58.4,64.8,56.4,57.2,3,0,3,3,6,6,5,13,21,8,21,25,35,23,56,0,3,3,0,4,3,38,25,62,124,111,236,12,14,29,94,86,180,41,36,77
SSC40433,574,636,1215,229,148,383,106,158,261,8,20,28,35,16,56,380,350,729,185,269,454,9.2,4.6,7.7,66.2,55,60,59.8,51.3,55.3,40,50,91,11,23,33,105,144,252,48,51,105,101,39,140,3,3,10,9,16,20,108,61,173,554,564,1121,113,128,236,362,393,751,286,275,562
SSC40434,17,30,45,11,8,20,0,9,6,0,4,4,0,0,3,12,19,31,5,6,13,0,0,9.7,70.6,63.3,68.9,64.7,70,66.7,0,0,3,0,0,0,0,3,3,0,3,5,7,3,8,0,0,0,0,0,0,7,4,10,26,27,53,0,0,4,21,22,45,6,8,16
SSC40435,37,15,52,8,4,12,3,3,8,0,0,0,3,0,3,11,5,16,16,7,28,27.3,0,18.8,29.7,33.3,30.8,29.7,46.7,38.5,0,0,0,0,0,0,0,0,0,0,0,0,10,6,13,0,0,0,0,0,3,12,7,17,36,13,47,0,0,3,29,11,35,9,3,13
SSC40436,75,63,133,8,3,12,5,6,16,0,0,0,0,3,3,18,15,30,50,43,93,0,20,10,24,23.8,22.6,17.3,14.3,21.1,0,0,0,0,0,0,0,6,3,3,4,9,23,7,27,0,0,4,0,0,0,21,10,36,61,51,113,8,8,17,46,36,85,19,23,39
SSC40437,316,348,663,159,87,242,43,94,139,8,12,14,4,14,19,215,199,416,80,125,212,1.9,7,4.6,68,57.2,62.7,66.5,55.5,59.6,25,30,54,8,15,19,99,73,173,22,33,51,45,29,72,0,3,4,5,6,14,49,36,83,296,325,620,44,43,83,223,247,470,107,114,223
SSC40438,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,5,3,4
SSC40439,4081,4133,8216,1973,1074,3049,567,1279,1846,91,126,219,174,146,316,2808,2630,5438,1116,1381,2488,6.2,5.6,5.8,68.8,63.6,66.2,64.5,60,62.2,215,183,395,92,143,230,585,758,1344,457,503,962,1011,464,1472,33,54,88,73,98,164,1111,611,1728,4198,4186,8389,482,455,937,3103,3074,6178,1418,1488,2902
SSC40440,71,73,137,30,11,40,21,23,47,3,3,9,0,3,3,52,41,98,10,21,38,0,7.3,3.1,73.2,56.2,71.5,76.1,50.7,70.1,0,0,4,0,0,4,10,14,25,3,3,7,11,15,23,0,0,0,3,4,3,16,16,27,78,71,144,5,6,12,57,55,113,16,21,41
SSC40441,101,103,202,54,18,70,17,35,50,3,3,3,0,3,3,71,61,136,22,28,49,0,4.9,2.2,70.3,59.2,67.3,73.3,54.4,60.9,0,3,4,3,3,3,9,8,20,10,18,23,30,6,38,0,0,0,0,3,0,27,12,42,100,95,200,11,15,25,77,77,152,31,31,63
SSC40442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40443,1909,2086,3993,876,455,1325,252,599,846,60,79,135,87,53,137,1266,1183,2445,576,826,1408,6.9,4.5,5.6,66.3,56.7,61.2,62.2,54.3,57.8,55,71,132,18,48,66,240,307,548,182,181,363,465,185,656,17,16,32,31,59,91,517,263,779,1935,2058,3992,278,302,577,1369,1503,2871,752,783,1533
SSC40444,52,46,93,18,11,29,6,10,15,4,0,4,0,3,3,24,18,46,4,8,13,0,16.7,6.5,46.2,39.1,49.5,53.8,45.7,51.6,0,0,0,0,0,0,5,3,4,7,7,9,7,8,9,0,0,0,4,0,3,11,4,13,25,29,57,13,8,14,17,22,35,15,17,28
SSC40445,6,5,14,6,5,10,0,0,0,0,0,0,0,0,0,6,4,13,0,0,0,0,0,0,100,80,92.9,100,100,71.4,0,0,0,0,0,0,3,3,6,3,0,3,0,0,3,0,0,0,0,0,0,0,0,3,5,5,9,0,0,3,4,3,7,3,3,3
SSC40446,35,25,57,22,13,39,0,3,3,0,0,3,0,0,0,30,17,49,3,7,7,0,0,0,85.7,68,86,62.9,64,78.9,0,0,0,0,0,0,0,3,9,0,3,7,8,3,13,0,0,0,0,0,0,8,4,15,34,29,65,0,0,0,26,23,48,5,6,16
SSC40447,98,93,189,50,20,74,10,27,34,5,4,8,0,10,5,64,60,124,24,22,44,0,16.7,4,65.3,64.5,65.6,66.3,54.8,61.4,3,9,8,0,3,5,12,23,30,12,3,13,22,9,29,0,0,0,0,3,0,22,12,31,97,97,193,11,7,14,88,78,170,17,18,32
SSC40448,546,605,1148,255,171,429,93,173,270,13,29,44,29,20,51,386,402,790,120,177,297,7.5,5,6.5,70.7,66.4,68.8,66.1,61.7,64.7,50,75,123,11,34,46,133,146,278,50,57,108,74,52,121,3,8,10,12,11,24,88,74,160,523,534,1052,102,111,213,359,362,723,231,263,489
SSC40449,171,164,335,88,41,132,20,49,69,3,9,8,3,8,13,119,104,219,39,49,86,2.5,7.7,5.9,69.6,63.4,65.4,64.9,60.4,62.4,3,9,10,0,3,4,19,23,36,13,14,29,54,28,82,0,4,5,3,6,13,60,40,96,175,149,324,14,20,34,146,121,264,38,47,88
SSC40450,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,3,0,0,0,0,75,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,4,3,5,12,0,0,3,5,3,3,4,0,7
SSC40451,26,16,41,11,3,16,0,4,6,0,0,0,0,0,0,14,7,20,12,9,19,0,0,0,53.8,43.8,48.8,42.3,43.8,53.7,0,0,3,0,0,0,0,3,3,4,3,8,7,0,12,0,0,0,0,0,0,7,0,12,21,12,33,6,3,6,17,15,29,3,3,9
SSC40452,7,6,11,3,0,3,0,3,3,0,3,3,0,0,0,3,4,4,3,0,3,0,0,0,42.9,66.7,36.4,42.9,100,81.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,3,3,3,0,3,0,4,7
SSC40453,23,21,45,7,4,9,0,5,3,0,0,0,0,0,0,12,7,18,8,10,17,0,0,0,52.2,33.3,40,30.4,42.9,26.7,0,0,0,0,0,0,0,3,3,0,0,0,3,0,4,0,0,0,0,0,0,3,0,8,17,19,36,0,4,3,18,9,27,4,5,9
