SSC_CODE_2016,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
SSC40352,0,0,0,9,17,28,0,0,0,0,3,4,0,0,0,13,13,21,0,0,0,0,0,0,0,0,0,0,0,0,3,6,12,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,7,8,14,3,14,18,6,5,7,51,65,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,57,125,0,0,0,0,0,0,68,57,125,8,12,23,126,137,259
SSC40353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3
SSC40354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,4,3,7,4,3,8,9,7,18
SSC40355,0,0,0,5,3,9,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,16,0,0,0,0,0,0,10,6,11,0,0,0,18,11,28
SSC40356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10,0,0,0,0,0,0,3,6,10,0,0,0,9,10,17
SSC40357,0,0,0,7,13,22,0,0,0,0,0,0,0,0,0,5,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,19,0,0,0,0,0,0,25,37,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,30,68,0,0,3,0,0,0,41,32,72,12,12,17,70,82,149
SSC40358,0,0,0,10,8,17,0,0,0,0,0,0,0,0,0,8,10,13,0,0,0,0,3,3,0,0,0,0,0,0,8,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10,0,3,3,0,0,0,34,35,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,21,35,0,0,0,0,0,0,17,21,35,10,11,25,62,69,131
SSC40359,45,38,84,133,154,289,0,0,0,25,22,44,0,0,0,546,576,1116,3,3,14,65,70,135,4,4,6,0,0,0,51,53,112,3,0,3,0,3,6,23,33,55,19,12,33,11,7,20,5,7,11,114,164,279,53,58,113,21,20,37,1082,1187,2268,28,26,56,14,12,25,0,0,3,0,0,0,24,18,47,11,9,24,37,25,67,535,484,1021,6,7,17,6,0,8,549,497,1046,143,157,302,1907,1951,3855
SSC40360,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,4,3,8,3,3,3,12,10,25
SSC40361,12,11,26,33,36,67,0,0,0,0,0,0,0,0,0,94,91,183,3,0,3,19,25,52,3,3,3,0,0,0,3,4,12,6,0,6,3,9,12,4,0,4,0,4,4,0,0,0,0,0,0,13,16,32,5,5,15,0,0,0,184,202,389,13,10,15,11,13,26,0,0,0,0,0,0,7,11,15,7,3,10,13,10,25,179,157,340,4,3,5,0,0,0,185,164,348,36,31,60,452,434,888
SSC40362,0,0,0,7,6,16,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,10,12,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,29,0,0,0,0,0,0,19,14,29,7,8,12,34,36,70
SSC40363,15,12,28,13,24,39,0,0,0,10,7,18,0,0,0,59,78,136,0,0,0,5,5,13,0,0,0,0,0,0,0,0,0,5,0,7,4,7,7,13,10,22,0,0,0,0,0,0,0,0,0,12,4,14,15,19,31,0,0,0,136,161,297,0,0,0,5,10,16,0,0,0,0,0,0,3,0,0,0,0,3,0,3,4,141,144,285,0,0,0,0,0,0,141,144,285,28,34,62,331,367,700
SSC40364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,16,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,22,0,0,0,0,0,0,15,4,22,4,0,8,30,21,55
SSC40365,0,0,0,9,12,17,0,0,0,0,0,3,0,0,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,8,3,13,0,3,0,0,0,0,26,21,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,29,0,0,0,0,0,0,17,10,29,5,3,7,52,34,83
SSC40366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40367,25,31,58,127,159,289,0,0,0,24,22,45,0,0,3,208,286,490,3,10,7,13,14,36,3,9,13,3,3,3,12,15,32,3,3,3,5,4,7,13,22,26,9,14,21,0,0,0,3,3,4,59,101,159,24,36,57,0,0,0,504,695,1199,14,23,40,94,89,180,0,0,0,0,0,0,0,0,3,13,5,17,9,12,19,528,555,1086,16,0,17,0,3,7,546,559,1107,121,144,268,1322,1548,2872
SSC40368,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,17,0,0,0,0,0,0,15,18,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,3,4,7,5,3,10,23,24,48
SSC40369,6,11,16,5,9,13,0,0,0,0,0,0,0,0,0,14,16,28,0,0,0,8,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,5,0,7,0,0,0,43,29,73,0,0,0,21,24,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,30,82,0,0,0,0,0,0,54,31,86,9,0,11,134,97,228
SSC40370,0,0,3,25,24,42,0,0,0,0,0,3,0,0,0,34,18,61,0,0,0,0,4,9,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,4,3,3,7,4,0,3,0,0,0,14,18,35,4,3,6,3,0,3,98,79,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,88,190,0,0,0,0,0,0,105,88,190,21,16,34,215,185,403
SSC40371,0,0,6,10,8,20,0,0,0,0,0,0,0,0,0,7,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,10,0,0,3,0,0,0,23,20,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,26,0,0,3,0,0,0,23,8,28,207,3,211,252,37,289
SSC40372,0,0,0,7,5,16,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,15,12,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,22,0,0,0,0,0,0,16,8,22,3,4,3,30,21,56
SSC40373,14,16,28,12,17,31,0,0,0,3,8,8,0,0,0,54,62,113,0,0,0,12,20,29,3,0,3,0,0,0,5,4,10,0,0,0,3,3,9,3,0,3,3,4,11,0,0,0,0,0,0,16,23,36,6,6,11,0,0,0,116,143,262,3,3,7,19,25,39,0,0,0,0,0,0,12,5,12,0,0,3,12,4,14,115,98,209,0,0,3,0,0,0,117,98,207,39,30,64,313,308,625
SSC40374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8,0,0,0,0,0,0,7,3,8,0,0,3,10,12,19
SSC40375,13,13,26,86,101,186,0,0,0,5,6,7,0,0,0,129,158,293,0,3,3,22,32,55,0,0,0,0,0,0,7,15,23,0,0,0,0,0,0,0,4,0,0,3,5,0,0,0,0,0,0,41,49,95,19,13,31,3,3,3,316,394,710,14,10,23,8,3,14,3,0,3,0,0,0,0,7,6,0,0,0,0,7,8,368,381,748,4,5,8,0,4,4,369,385,755,64,67,136,797,882,1678
SSC40376,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,11,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,0,3,0,0,0,18,13,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,28,0,0,0,0,0,0,18,11,28,3,0,3,45,27,66
SSC40377,0,0,0,4,4,5,0,0,0,0,3,0,0,0,0,6,4,11,0,0,0,0,0,0,0,0,0,0,0,0,19,16,34,0,0,0,0,0,0,0,0,3,4,3,4,0,0,0,0,0,0,6,7,14,3,3,4,0,0,0,40,35,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,20,0,0,3,0,0,0,11,5,18,9,10,17,59,56,120
SSC40378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,0,0,0,0,0,6,3,4,0,4,7,9,9,17
SSC40379,0,0,0,6,10,12,0,0,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,13,29,0,3,3,0,0,0,31,32,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,30,68,0,0,0,0,0,0,43,30,68,4,14,19,76,71,155
SSC40380,3,11,10,39,46,82,0,0,0,3,6,12,0,0,0,40,41,79,0,0,3,4,16,16,0,0,0,0,0,0,8,6,15,0,0,0,0,0,0,0,0,0,6,3,8,0,0,0,0,0,0,21,26,40,10,3,9,0,0,0,129,147,276,0,8,9,7,3,7,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,185,183,369,3,3,6,0,6,9,188,189,380,42,42,79,373,392,764
SSC40381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,3,0,0,0,6,6,13,0,0,0,9,8,16
SSC40382,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,6,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,6,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,0,0,0,5,3,8,0,3,3,14,21,33
SSC40383,0,0,0,3,5,6,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,50,44,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,7,4,4,8,61,59,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,42,0,0,0,0,0,0,22,20,43,8,3,6,89,84,173
SSC40384,0,6,6,54,62,115,0,0,0,9,11,20,0,0,0,69,77,139,0,0,0,3,0,3,7,3,11,0,0,0,39,18,58,0,0,0,0,0,0,4,0,3,0,12,9,0,0,0,0,0,0,74,77,151,25,28,50,3,0,3,281,289,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,228,196,421,3,0,7,0,3,3,228,201,424,47,53,97,562,548,1109
SSC40385,7,24,35,112,144,255,0,0,0,42,42,86,0,0,0,127,142,269,11,18,31,25,27,56,0,0,0,0,0,0,27,24,54,0,3,3,4,3,9,15,13,21,11,5,15,0,0,0,3,0,8,108,131,241,65,70,131,0,0,3,553,635,1187,4,3,8,15,6,21,0,0,0,0,0,0,0,0,0,3,3,6,3,3,6,749,697,1452,10,9,16,7,4,9,766,714,1478,129,116,248,1476,1507,2981
SSC40386,3,3,5,18,16,35,0,0,0,0,0,0,0,0,0,13,14,32,0,0,0,0,3,3,0,0,0,0,0,0,18,22,38,0,0,0,0,0,0,0,3,6,5,3,6,0,0,0,0,0,0,16,14,24,3,0,5,0,0,0,72,74,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,65,148,0,0,0,0,5,5,85,68,155,13,17,31,176,164,337
SSC40387,0,0,0,6,7,20,0,0,0,0,0,0,0,0,0,20,14,36,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,20,0,0,4,0,0,0,41,40,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,8,31,0,0,0,0,3,10,22,19,42,4,9,13,71,64,136
SSC40388,3,0,3,24,0,25,0,0,0,0,0,0,0,0,0,33,12,45,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,5,3,0,3,0,0,0,78,17,92,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,13,123,0,0,0,0,0,0,117,13,126,36,6,46,240,33,272
SSC40389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40390,0,0,0,39,41,79,0,0,0,9,8,10,0,0,0,28,29,61,0,0,0,0,0,0,0,0,0,0,0,0,5,15,19,0,0,0,0,0,0,6,14,19,0,0,7,3,0,3,0,0,0,35,40,82,10,4,10,0,0,0,142,153,294,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,77,178,3,3,7,0,0,0,108,80,181,21,15,34,274,244,516
SSC40391,51,61,111,137,171,305,0,0,0,37,51,88,0,0,0,302,371,678,4,12,18,65,72,137,4,7,10,5,3,8,34,52,83,4,3,8,7,3,9,22,19,43,15,21,35,4,14,11,3,0,4,95,153,248,63,69,133,9,5,15,811,1021,1838,55,54,108,43,42,80,0,0,0,0,0,0,24,28,49,10,15,24,37,40,75,850,750,1601,6,15,18,0,5,12,864,768,1635,272,211,484,2131,2198,4328
SSC40392,0,0,0,6,8,15,0,0,0,0,0,0,0,0,0,17,18,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,19,0,0,0,0,0,0,6,7,13,0,0,0,0,0,0,38,42,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,21,37,0,0,0,0,0,0,19,17,40,20,11,30,83,73,154
SSC40393,15,10,20,43,36,83,0,0,0,21,17,37,0,0,0,52,78,126,10,9,15,0,3,3,0,3,6,0,0,0,12,11,25,0,0,0,3,5,8,9,13,19,3,9,9,0,0,3,0,3,4,18,28,45,21,15,32,0,0,0,193,223,415,5,3,7,21,26,49,0,0,0,0,0,0,0,0,0,4,8,7,6,5,15,242,150,387,4,0,5,0,0,0,242,152,393,71,55,128,543,483,1024
SSC40394,35,32,63,248,289,534,0,0,0,34,36,76,0,0,0,287,316,602,11,8,15,18,21,43,19,22,38,7,16,24,22,51,77,0,0,0,20,19,39,46,43,88,26,35,65,11,11,24,15,17,38,88,107,199,90,69,164,0,4,3,952,1068,2027,0,4,4,57,52,110,0,3,3,0,0,0,0,0,0,14,28,42,15,32,44,1218,1041,2255,14,19,31,3,6,13,1236,1065,2300,278,244,522,2573,2498,5069
SSC40395,28,25,52,206,291,504,0,0,0,34,46,80,0,0,0,264,279,543,12,12,25,11,12,25,28,19,40,11,10,17,25,46,68,0,0,0,11,13,28,12,33,47,16,27,44,9,8,20,14,18,27,71,96,165,53,51,102,3,3,7,782,960,1742,12,9,14,130,156,284,0,0,3,0,0,0,0,0,3,19,24,45,19,20,46,947,815,1761,6,6,14,0,3,4,955,822,1776,261,247,514,2196,2239,4440
SSC40396,13,13,26,121,136,259,0,0,0,34,41,70,0,0,0,131,137,272,10,17,21,13,11,21,0,0,4,0,3,4,25,17,45,3,4,8,3,4,8,9,17,24,17,11,29,0,11,9,3,4,12,28,59,89,38,50,91,0,0,0,445,532,974,30,30,57,92,68,159,0,0,0,0,0,0,0,3,0,6,6,15,4,13,19,453,414,864,3,0,3,0,3,7,459,413,876,166,165,332,1209,1229,2443
SSC40397,28,31,56,157,202,359,0,0,0,30,29,57,3,0,3,221,245,472,5,9,14,15,19,37,4,13,16,0,8,8,22,22,41,0,0,0,9,11,23,18,17,37,14,16,24,4,12,15,4,6,7,65,69,133,44,58,101,0,4,3,616,734,1349,24,3,34,40,36,77,0,0,0,0,0,0,3,0,3,8,18,24,10,17,25,737,687,1424,5,5,13,0,4,3,742,697,1437,249,238,483,1714,1750,3463
SSC40398,20,21,40,202,220,422,0,0,0,30,35,67,0,0,0,214,274,486,11,12,18,8,11,16,5,10,18,5,5,10,20,18,38,0,0,0,8,12,23,35,49,84,24,24,47,4,11,19,11,8,24,69,69,136,74,73,140,4,0,8,719,836,1561,11,24,35,112,96,202,0,0,0,0,0,0,3,0,4,13,23,37,18,23,39,773,722,1492,3,4,12,4,8,12,778,733,1510,223,247,470,1887,1973,3861
SSC40399,26,36,65,116,151,263,0,0,0,41,41,84,0,0,0,148,192,338,3,6,13,7,13,19,3,3,8,7,13,19,16,21,33,0,0,0,3,5,12,14,12,25,21,26,42,7,5,9,3,12,10,43,61,105,46,55,98,3,3,4,468,616,1081,44,30,70,74,62,136,0,0,0,0,0,0,0,0,0,4,13,21,4,13,21,584,513,1100,7,4,9,0,3,5,593,521,1111,185,188,378,1406,1462,2864
SSC40400,44,34,82,214,263,480,0,0,0,49,68,116,0,0,0,226,277,509,10,12,17,19,17,40,0,0,3,3,10,12,33,30,59,0,0,0,6,9,9,23,32,62,23,25,41,7,12,15,3,4,12,67,85,156,67,81,148,8,7,14,768,928,1689,144,126,269,80,70,150,0,0,0,0,0,0,0,0,0,23,42,70,23,42,70,673,584,1254,5,4,13,3,7,11,683,593,1280,232,266,501,1975,2066,4043
SSC40401,3,0,3,18,26,49,0,0,0,4,3,7,0,0,0,40,40,83,0,0,0,0,0,0,0,0,0,0,3,5,9,3,9,0,0,0,4,0,5,0,0,3,0,0,0,0,0,0,0,0,0,20,18,40,11,5,17,0,0,0,103,106,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,50,125,0,0,0,0,0,0,72,50,125,16,15,35,194,175,373
SSC40402,0,0,0,4,4,10,0,0,0,3,3,4,0,0,0,5,3,16,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,24,18,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,29,51,0,0,0,0,0,0,24,29,51,3,0,3,47,45,96
SSC40403,0,4,3,5,9,15,0,0,0,0,0,0,0,0,0,3,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,12,0,0,0,0,0,0,22,22,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,52,0,0,0,0,0,0,26,25,52,8,7,11,52,63,114
SSC40404,0,0,0,9,3,12,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,24,15,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,7,0,3,31,19,50
SSC40405,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,8,3,10,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,9,0,0,0,0,0,0,19,15,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,19,39,0,0,0,0,0,0,23,20,41,6,12,15,46,47,91
SSC40406,18,21,44,366,468,837,0,0,0,56,66,119,0,0,0,215,282,498,31,37,69,4,10,15,22,31,55,0,0,5,43,57,99,0,0,0,12,11,20,59,66,122,37,42,80,21,22,38,0,7,6,248,357,600,77,98,176,3,13,14,1197,1557,2757,3,6,4,0,0,4,0,0,3,0,0,0,4,0,3,5,12,15,10,12,22,802,783,1589,8,4,10,0,7,10,811,791,1605,214,250,460,2263,2644,4901
SSC40407,69,88,157,122,182,303,0,0,0,37,46,82,0,0,0,463,555,1014,4,11,13,91,96,187,7,4,11,3,4,8,43,49,94,6,5,14,7,13,21,25,26,49,12,19,31,5,9,13,3,9,9,65,118,187,74,69,140,7,8,16,977,1225,2197,179,151,324,326,200,524,3,0,0,0,0,0,93,72,166,9,19,32,102,90,196,812,680,1489,12,8,15,7,3,7,825,691,1518,207,205,410,2685,2650,5331
SSC40408,8,8,20,101,100,203,0,0,0,12,10,13,0,0,0,151,165,312,0,0,0,17,18,36,0,0,5,0,0,0,8,17,25,0,0,0,0,0,0,3,3,8,5,6,10,0,0,0,0,0,0,42,46,87,6,13,21,0,0,0,349,377,731,6,13,17,3,4,11,0,0,0,0,0,0,0,0,0,0,3,3,0,4,4,177,156,333,3,0,3,0,0,3,181,156,338,34,28,63,581,601,1186
SSC40409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,3,0,0,0,3,3,9,3,3,7,0,0,0,14,11,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,13,0,0,0,0,0,0,9,6,13,3,3,8,30,22,50
SSC40410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
