SSC_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
SSC41251,191,6,0,3,0,195,106,0,0,0,0,106,56,3,4,0,0,59,4,3,0,0,0,7,34,3,0,0,0,35,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,6,106,8,5,3,0,117,3,0,0,0,0,3,7,0,0,0,0,9,406,18,6,6,3,436
SSC41252,65,0,0,0,0,65,30,0,0,0,0,30,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,3,111,0,0,0,0,111
SSC41253,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC41254,37,0,0,0,0,37,44,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,87
SSC41255,19,0,0,0,0,19,31,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,52,0,0,0,0,52
SSC41256,10,0,0,0,0,11,24,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,4,38
SSC41257,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SSC41258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41259,9,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,14,0,0,0,0,14
SSC41260,149,26,25,0,0,203,107,18,10,0,0,139,24,44,30,0,0,92,0,3,5,0,0,8,7,24,9,0,0,42,0,4,9,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,36,73,47,0,0,162,0,3,0,0,0,4,0,0,3,0,0,5,293,125,90,0,0,507
SSC41261,22,0,0,0,0,22,30,0,0,0,0,30,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,60
SSC41262,17,0,0,0,0,17,21,0,0,0,0,21,4,0,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,24,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,55
SSC41263,305,37,4,0,0,340,480,51,9,5,3,543,82,41,33,3,0,157,40,65,4,0,0,110,87,33,11,0,0,134,6,11,5,0,0,17,5,5,3,0,0,18,4,0,0,0,0,7,225,159,60,4,3,446,3,0,0,0,0,3,26,11,0,0,0,34,1042,250,77,5,7,1373
SSC41264,91,0,0,0,0,97,179,0,0,0,0,177,9,0,0,0,0,11,0,0,0,0,0,0,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,21,3,0,0,0,0,3,15,0,0,0,0,15,306,0,0,3,0,314
SSC41265,250,35,6,0,0,296,141,5,7,0,0,158,36,7,10,0,0,58,0,0,0,0,0,0,12,4,5,0,0,21,0,0,0,0,0,0,5,0,3,0,0,3,0,0,0,0,0,0,54,15,18,0,0,86,6,0,5,0,0,8,8,0,0,0,0,12,458,58,34,0,0,554
SSC41266,1092,151,18,0,0,1262,755,180,19,0,0,959,175,72,37,0,3,279,3,3,9,0,0,17,132,35,28,0,0,201,4,6,0,0,0,12,9,3,0,0,0,13,12,0,6,0,0,18,336,116,74,0,3,534,6,37,0,0,0,42,43,18,3,0,0,66,2234,503,112,0,6,2861
SSC41267,24,0,0,0,0,24,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,4,0,0,0,0,4,3,0,0,0,0,3,51,0,0,0,0,51
SSC41268,59,4,3,3,0,68,260,3,0,0,3,261,312,42,22,0,0,376,17,6,0,0,0,27,45,0,0,0,0,49,3,0,0,0,0,3,271,75,18,0,0,369,9,0,0,0,0,9,645,128,40,3,0,821,0,0,0,0,0,0,15,5,0,0,0,24,984,138,47,8,3,1177
SSC41269,321,47,0,0,0,374,347,95,0,0,3,445,85,36,9,0,0,131,44,44,8,0,0,106,80,26,3,4,0,114,0,4,0,0,0,6,4,0,0,0,0,8,6,0,0,0,0,10,232,113,20,3,0,375,8,3,0,0,0,16,22,6,3,0,0,34,929,268,27,9,0,1236
SSC41270,182,23,7,0,0,213,113,16,5,0,0,139,23,10,13,0,0,42,0,0,0,0,0,0,17,3,17,0,0,42,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,40,15,36,0,0,89,3,0,0,0,0,3,7,0,0,0,0,7,349,51,47,3,3,453
SSC41271,23,0,0,0,0,23,9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,31
SSC41272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
SSC41273,88,0,0,0,0,88,61,0,0,0,3,63,13,0,0,0,0,13,0,3,0,0,0,3,9,0,0,0,0,15,5,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,36,6,0,0,0,42,0,0,0,0,0,0,3,0,0,3,0,3,185,6,0,5,4,200
SSC41274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC41275,663,154,22,0,0,842,627,150,40,0,0,816,263,198,258,0,3,727,39,88,48,0,0,178,181,86,79,0,0,345,8,20,3,0,0,33,35,15,23,0,0,75,14,6,6,0,0,25,538,413,424,3,3,1377,10,6,0,0,0,23,75,24,18,0,4,119,1913,746,503,3,4,3171
SSC41276,505,54,3,0,0,564,685,47,10,0,3,748,181,37,32,0,0,249,130,114,41,0,0,282,114,39,13,0,0,165,19,7,24,0,0,52,12,10,0,0,0,28,3,3,3,0,0,12,464,217,105,0,0,785,4,0,0,0,0,4,57,12,8,0,0,79,1720,331,130,0,4,2179
SSC41277,979,78,77,0,0,1142,1237,97,10,0,0,1334,245,101,64,0,0,406,71,58,26,0,0,149,188,44,9,0,0,241,16,3,3,0,0,19,23,0,0,0,0,27,7,4,0,0,0,11,545,209,102,0,4,852,23,3,55,0,0,79,53,7,10,0,4,81,2840,390,248,0,7,3489
SSC41278,576,4,0,0,0,586,922,13,0,0,3,932,99,12,0,0,0,114,13,0,0,0,0,13,78,7,0,0,0,88,3,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,5,200,20,0,0,0,222,3,0,0,0,0,3,22,0,0,0,0,24,1726,35,0,0,3,1766
SSC41279,643,88,0,0,3,732,1113,250,0,0,4,1364,318,217,0,0,0,534,220,295,0,0,0,513,181,63,4,0,0,247,44,13,0,0,0,55,29,9,0,0,0,41,6,7,0,0,0,12,808,595,5,0,0,1403,20,4,0,0,0,26,83,27,0,0,3,107,2670,955,5,0,5,3636
SSC41280,209,6,0,18,0,230,352,3,0,8,0,362,60,10,0,0,0,67,67,41,0,3,0,107,48,3,0,3,0,54,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,177,51,0,7,0,236,6,0,0,0,0,6,23,4,0,3,0,25,760,60,0,38,0,858
SSC41281,138,4,0,0,0,140,168,13,0,0,0,182,47,3,0,0,0,48,11,30,0,0,0,49,22,3,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,88,44,3,0,0,131,0,0,0,0,0,0,13,0,0,0,0,13,397,59,3,0,0,466
SSC41282,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,3,0,0,0,0,3,15,0,0,0,0,15
SSC41283,6,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,14,0,0,0,0,11
SSC41284,8,0,0,0,0,8,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19
SSC41285,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC41286,19,0,0,0,0,19,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,41
SSC41287,9,0,0,0,0,9,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,21
SSC41288,9,0,0,0,0,9,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,31
SSC41289,12,0,0,0,0,12,22,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,31
SSC41290,17,0,0,0,0,17,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,34
SSC41291,6,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
SSC41292,26,0,0,0,0,25,62,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,94
SSC41293,19,0,0,0,0,19,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,34
SSC41294,8,0,0,0,0,8,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
SSC41295,7,0,0,0,0,10,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,17
SSC41296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41297,43,0,0,0,0,43,25,0,0,0,0,25,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,78,0,0,0,0,78
SSC41298,240,44,12,0,0,301,201,42,12,0,0,256,40,38,58,3,0,141,3,0,0,0,0,3,29,19,18,0,0,64,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,72,57,77,3,0,214,3,0,0,0,0,3,5,3,0,0,0,10,525,149,108,5,0,785
SSC41299,322,38,3,0,0,361,346,30,10,0,0,392,61,45,10,0,0,113,7,0,0,0,0,3,50,22,0,0,0,74,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,124,66,7,0,0,197,6,0,0,0,0,6,20,6,0,0,0,22,812,146,26,0,3,983
SSC41300,195,97,0,0,0,296,205,136,0,0,3,339,83,151,11,0,0,240,85,106,0,0,0,191,55,42,0,0,0,101,14,18,0,0,0,30,3,4,0,0,0,11,4,3,0,0,0,10,244,323,11,0,0,579,3,3,0,0,0,10,22,10,0,0,0,35,663,572,9,0,3,1254
SSC41301,214,0,0,0,0,220,247,0,0,0,0,247,29,3,0,0,0,39,0,0,0,0,0,0,22,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,5,0,0,0,65,4,0,0,0,0,4,12,0,0,0,0,12,540,7,0,0,0,546
SSC41302,418,58,23,0,3,502,534,6,15,0,4,564,231,9,24,0,0,267,38,0,8,0,0,45,125,0,7,0,0,132,24,0,0,0,0,26,7,0,0,0,0,11,3,0,0,0,0,3,436,17,33,0,0,481,7,101,0,0,0,110,41,3,0,0,0,45,1436,188,75,0,3,1699
SSC41303,4,0,0,0,0,4,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21
SSC41304,112,0,3,0,0,118,580,14,21,0,0,616,375,36,42,0,0,455,33,3,3,0,0,39,69,0,4,0,0,79,14,5,10,0,0,27,4,0,0,0,0,3,0,0,0,0,0,0,493,47,63,0,0,602,0,0,0,0,0,0,15,0,3,0,0,17,1195,60,92,0,3,1355
SSC41305,499,23,3,0,0,525,1013,4,3,0,0,1020,239,3,14,0,0,254,118,11,26,0,0,161,117,0,4,0,0,120,18,3,0,0,0,20,9,0,0,0,0,8,3,0,0,0,0,3,503,22,50,0,0,569,4,22,0,0,0,24,55,10,0,0,0,63,2069,76,60,0,0,2204
SSC41306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41307,1154,176,38,7,0,1374,824,243,65,0,5,1139,292,133,124,3,0,553,113,330,62,0,0,506,221,94,60,0,4,374,7,20,6,0,0,37,21,8,10,0,0,33,18,7,0,0,0,30,669,591,258,7,7,1534,15,57,0,0,0,70,66,33,9,0,0,113,2728,1099,377,6,19,4230
SSC41308,397,9,0,0,0,406,449,12,0,0,0,455,57,3,0,0,0,66,8,0,0,0,0,8,36,5,0,0,0,40,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,110,8,0,0,0,114,3,0,0,0,0,3,16,0,0,0,0,16,972,26,0,0,0,1000
SSC41309,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19
SSC41310,41,0,0,0,0,41,18,0,0,0,0,19,4,3,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,15,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,69,3,0,0,0,76
SSC41311,30,0,0,0,0,30,35,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,80
SSC41312,10,0,0,0,0,11,17,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,34
SSC41313,139,17,0,0,0,159,154,12,9,0,0,178,36,18,24,0,0,75,0,3,4,0,0,4,23,10,11,0,0,37,0,0,0,0,0,4,4,4,0,0,0,7,0,0,0,0,0,3,59,38,36,0,0,135,3,0,0,0,0,3,6,0,0,0,0,6,369,68,48,0,0,481
SSC41314,220,4,0,0,0,227,484,7,0,0,0,498,133,11,0,0,0,147,0,0,0,0,0,0,52,4,0,0,0,57,0,0,0,0,0,0,7,0,0,0,0,7,6,0,0,0,0,6,203,11,0,0,3,216,3,0,0,0,0,3,23,0,0,0,0,23,936,33,0,0,5,968
SSC41315,45,0,0,0,0,43,55,0,0,0,0,51,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,14,0,0,0,0,0,0,6,0,0,0,0,6,113,0,0,3,0,117
SSC41316,254,66,18,3,0,344,292,59,24,0,3,379,63,56,62,0,0,188,13,15,3,0,0,35,48,27,24,0,0,95,3,0,0,0,0,3,0,3,0,0,0,3,3,0,0,0,0,4,134,97,90,0,0,328,9,0,3,0,0,5,9,3,4,0,0,21,691,233,137,3,11,1075
SSC41317,386,108,16,11,0,521,367,100,13,0,0,478,86,75,33,0,0,189,26,347,21,0,0,398,69,35,14,0,0,123,5,19,9,0,0,32,0,4,0,3,0,10,3,4,0,0,0,7,187,488,87,4,0,763,3,20,7,0,0,25,22,35,4,0,0,56,964,744,123,15,3,1847
SSC41318,92,31,4,0,0,127,108,35,0,0,0,142,28,38,12,0,0,78,0,3,0,0,0,3,20,16,13,0,0,48,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,46,61,24,0,0,141,0,0,0,0,0,0,7,7,3,0,0,9,248,133,38,0,3,418
SSC41319,10,0,0,0,0,11,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,33
SSC41320,16,0,0,0,0,16,26,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,3,48
SSC41321,17,0,0,0,0,17,16,0,0,5,0,20,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,5,0,43
SSC41322,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,0,0,0,0,6,7,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,14
SSC41323,21,0,0,0,0,22,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,46,0,0,0,3,48
SSC41324,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
SSC41325,537,0,0,0,0,539,1395,3,0,0,0,1398,178,3,0,0,0,182,3,0,0,0,0,3,87,11,0,0,0,95,3,0,0,0,0,3,7,0,0,0,0,7,4,0,0,0,0,4,276,14,0,0,0,291,8,0,0,0,0,8,28,0,0,0,0,28,2241,14,0,0,0,2258
SSC41326,9,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,12
SSC41327,13,0,0,0,0,15,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,27
SSC41328,4,0,0,0,0,4,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,13,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,24,0,0,0,0,26
SSC41329,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC41330,5,0,0,0,0,5,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SSC41331,62,0,0,0,0,62,35,0,0,0,0,35,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,105,0,0,0,0,105
SSC41332,5,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,3,0,20
SSC41333,118,11,3,0,0,127,250,8,8,0,0,268,161,47,0,0,0,210,78,81,0,0,0,161,52,11,0,0,0,64,0,7,0,0,0,11,5,3,0,0,0,10,0,0,0,0,0,0,299,152,0,0,0,448,3,4,0,0,0,3,23,4,0,0,0,27,695,174,11,0,0,877
